phrase	phrase_ipa	oronym	oronym_ipa	distance
Championship and	tʃæmpiənʃɪpənd	champion + ship + and	tʃæmpiənʃɪpənd	0.0000
Championship and	tʃæmpiənʃɪpənd	champion + ship + und	tʃæmpiənʃɪpənd	0.0000
Championship and	tʃæmpiənʃɪpənd	cham + paean + ship + and	tʃæmpiənʃɪpənd	0.0000
once again	wənsəɡeɪn	once + ugh + aine	wənsəɡeɪn	0.0000
once again	wənsəɡeɪn	once + ugh + ayn	wənsəɡeɪn	0.0000
once again	wənsəɡeɪn	one + sugg + aine	wənsəɡeɪn	0.0000
once again	wənsəɡeɪn	one + sugg + ayn	wənsəɡeɪn	0.0000
victories and	vɪktɝizənd	victories + und	vɪktɝizənd	0.0000
victories and	vɪktɝizənd	viktor + e.'s + and	vɪktɝizənd	0.0000
victories and	vɪktɝizənd	viktor + e.'s + und	vɪktɝizənd	0.0000
victories and	vɪktɝizənd	viktor + e.s + and	vɪktɝizənd	0.0000
Brito Sim de	bɹitoʊsɪmdə	brito + simm + dah	bɹitoʊsɪmdə	0.0000
Brito Sim de	bɹitoʊsɪmdə	brito + simm + de	bɹitoʊsɪmdə	0.0000
Brito Sim de	bɹitoʊsɪmdə	brito + simm + du	bɹitoʊsɪmdə	0.0000
Brito Sim de	bɹitoʊsɪmdə	brito + simm + duh	bɹitoʊsɪmdə	0.0000
Brito Sim de	bɹitoʊsɪmdə	brito + sym + dah	bɹitoʊsɪmdə	0.0000
signed with	saɪndwɪθ	signed + withe	saɪndwɪθ	0.0000
signed with	saɪndwɪθ	signed + weith	saɪndwiθ	0.0357
signed with	saɪndwɪθ	signed + wis	saɪndwɪs	0.0476
signed with	saɪndwɪθ	signed + wisch	saɪndwɪʃ	0.0476
at two	ættu	at + tew	ættu	0.0000
at two	ættu	at + thuy	ættu	0.0000
at two	ættu	at + to	ættu	0.0000
at two	ættu	at + too	ættu	0.0000
at two	ættu	at + tu	ættu	0.0000
Le Pas Le	ɫəpɑzɫə	le + paz + le	ɫəpɑzɫə	0.0000
Le Pas Le	ɫəpɑzɫə	le + baas + le	ɫəbɑzɫə	0.0476
Le Pas Le	ɫəpɑzɫə	le + paar + le	ɫəpɑɹɫə	0.0476
Le Pas Le	ɫəpɑzɫə	le + par + le	ɫəpɑɹɫə	0.0476
the hills	ðəhɪɫz	the + hill's	ðəhɪɫz	0.0000
the hills	ðəhɪɫz	the + hills'	ðəhɪɫz	0.0000
the hills	ðəhɪɫz	the + heals	ðəhiɫz	0.0417
the hills	ðəhɪɫz	the + heels	ðəhiɫz	0.0417
Switzerland Old	swɪtsɝɫəndoʊɫd	switzerland + olde	swɪtsɝɫəndoʊɫd	0.0000
the USSR	ðəjuɛsɛsɑɹ	the + uss + ahr	ðəjuɛsɛsɑɹ	0.0000
the USSR	ðəjuɛsɛsɑɹ	the + uss + ar	ðəjuɛsɛsɑɹ	0.0000
the USSR	ðəjuɛsɛsɑɹ	the + uss + are	ðəjuɛsɛsɑɹ	0.0000
the USSR	ðəjuɛsɛsɑɹ	the + uss + r	ðəjuɛsɛsɑɹ	0.0000
fuel divestment movement	fjuɫdaɪvɛsməntmuvmənt	fuel + divestment + move + mundt	fjuɫdaɪvɛsməntmuvmənt	0.0000
fuel divestment movement	fjuɫdaɪvɛsməntmuvmənt	fuel + divestment + move + munt	fjuɫdaɪvɛsməntmuvmənt	0.0000
its completion	ɪtskəmpɫiʃən	it's + completion	ɪtskəmpɫiʃən	0.0000
its completion	ɪtskəmpɫiʃən	it's + kump + li + shun	ɪtskəmpɫiʃən	0.0000
its completion	ɪtskəmpɫiʃən	it's + kump + liesch + 'n	ɪtskəmpɫiʃən	0.0000
its completion	ɪtskəmpɫiʃən	it's + kump + lea + shun	ɪtskəmpɫiʃən	0.0000
which have active	hwɪtʃhævæktɪv	which + halve + active	hwɪtʃhævæktɪv	0.0000
video and	vɪdioʊənd	video + und	vɪdioʊənd	0.0000
USA also known	juɛseɪɔɫsoʊnoʊn	u.s. + a + also + known	juɛseɪɔɫsoʊnoʊn	0.0000
USA also known	juɛseɪɔɫsoʊnoʊn	u.s. + a. + also + known	juɛseɪɔɫsoʊnoʊn	0.0000
USA also known	juɛseɪɔɫsoʊnoʊn	u.s. + a + also + doan	juɛseɪɔɫsoʊdoʊn	0.0222
USA also known	juɛseɪɔɫsoʊnoʊn	u.s. + a + also + doane	juɛseɪɔɫsoʊdoʊn	0.0222
USA also known	juɛseɪɔɫsoʊnoʊn	u.s. + a + also + doanh	juɛseɪɔɫsoʊdoʊn	0.0222
and having the full	əndhævɪŋðəfʊɫ	und + having + the + full	əndhævɪŋðəfʊɫ	0.0000
and having the full	əndhævɪŋðəfʊɫ	und + halving + the + full	əndhævɪŋðəfʊɫ	0.0000
and having the full	əndhævɪŋðəfʊɫ	and + halving + the + full	əndhævɪŋðəfʊɫ	0.0000
and having the full	əndhævɪŋðəfʊɫ	und + having + the + fool	əndhævɪŋðəfuɫ	0.0192
of cardinal electors from	əvkɑɹdɪnəɫɪɫɛktɝzfɹəm	of + cardinal + electors + frum	əvkɑɹdɪnəɫɪɫɛktɝzfɹəm	0.0000
All Stars	ɔɫstɑɹz	all + staar's	ɔɫstɑɹz	0.0000
All Stars	ɔɫstɑɹz	all + star's	ɔɫstɑɹz	0.0000
All Stars	ɔɫstɑɹz	all + starr's	ɔɫstɑɹz	0.0000
All Stars	ɔɫstɑɹz	all + starrs	ɔɫstɑɹz	0.0000
commentator for	kɑmənteɪtɝfɹɝ	calm + 'n + tater + for	kɑmənteɪtɝfɹɝ	0.0000
but after	bətæftɝ	butt + after	bətæftɝ	0.0000
was music	wɑzmjuzɪk	waas + music	wɑzmjuzɪk	0.0000
was music	wɑzmjuzɪk	waas + muzik	wɑzmjuzɪk	0.0000
was music	wɑzmjuzɪk	wah's + music	wɑzmjuzɪk	0.0000
was music	wɑzmjuzɪk	wah's + muzik	wɑzmjuzɪk	0.0000
th district	tieɪtʃdɪstɹɪkt	ti + h. + district	tieɪtʃdɪstɹɪkt	0.0000
th district	tieɪtʃdɪstɹɪkt	ti + h + district	tieɪtʃdɪstɹɪkt	0.0000
th district	tieɪtʃdɪstɹɪkt	ti + h. + dis + tricked	tieɪtʃdɪstɹɪkt	0.0000
th district	tieɪtʃdɪstɹɪkt	ti + h. + diss + tricked	tieɪtʃdɪstɹɪkt	0.0000
an area of	ænɛɹiəəv	ahn + area + of	ænɛɹiəəv	0.0000
an area of	ænɛɹiəəv	ahn + air + ia + of	ænɛɹiəəv	0.0000
an area of	ænɛɹiəəv	ahn + aer + ia + of	ænɛɹiəəv	0.0000
an area of	ænɛɹiəəv	ahn + ere + ia + of	ænɛɹiəəv	0.0000
an area of	ænɛɹiəəv	ahn + ayre + ia + of	ænɛɹiəəv	0.0000
came to prominence	keɪmtupɹɑmənəns	came + too + prominence	keɪmtupɹɑmənəns	0.0000
came to prominence	keɪmtupɹɑmənəns	came + two + prominence	keɪmtupɹɑmənəns	0.0000
came to prominence	keɪmtupɹɑmənəns	came + thuy + prominence	keɪmtupɹɑmənəns	0.0000
came to prominence	keɪmtupɹɑmənəns	came + tu + prominence	keɪmtupɹɑmənəns	0.0000
with Johan Svendsen	wɪθjoʊhɑnsvɛndsən	withe + johan + svendsen	wɪθjoʊhɑnsvɛndsən	0.0000
with Johan Svendsen	wɪθjoʊhɑnsvɛndsən	withe + johann + svendsen	wɪθjoʊhɑnsvɛndsən	0.0000
with Johan Svendsen	wɪθjoʊhɑnsvɛndsən	with + johann + svendsen	wɪθjoʊhɑnsvɛndsən	0.0000
with Johan Svendsen	wɪθjoʊhɑnsvɛndsən	with + yoe + hohn + svendsen	wɪθjoʊhɑnsvɛndsən	0.0000
Twenty matches played between	twɛnimætʃɪzpɫeɪdbɪtwin	twenty + match's + played + between	twɛnimætʃɪzpɫeɪdbɪtwin	0.0000
The family	ðəfæmɫi	the + pham + lea	ðəfæmɫi	0.0000
The family	ðəfæmɫi	the + pham + lee	ðəfæmɫi	0.0000
The family	ðəfæmɫi	the + pham + leigh	ðəfæmɫi	0.0000
The family	ðəfæmɫi	the + pham + li	ðəfæmɫi	0.0000
sell the	sɛɫðə	sel + the	sɛɫðə	0.0000
sell the	sɛɫðə	cell + the	sɛɫðə	0.0000
sell the	sɛɫðə	selle + the	sɛɫðə	0.0000
sides The road	saɪdzðəɹoʊd	side's + the + rhoad	saɪdzðəɹoʊd	0.0000
sides The road	saɪdzðəɹoʊd	side's + the + rhode	saɪdzðəɹoʊd	0.0000
sides The road	saɪdzðəɹoʊd	side's + the + road	saɪdzðəɹoʊd	0.0000
sides The road	saɪdzðəɹoʊd	side's + the + rode	saɪdzðəɹoʊd	0.0000
sides The road	saɪdzðəɹoʊd	side's + the + roed	saɪdzðəɹoʊd	0.0000
April when	eɪpɹəɫhwɛn	ape + ruhl + when	eɪpɹəɫhwɛn	0.0000
April when	eɪpɹəɫhwɛn	april + schwenn	eɪpɹəɫʃwɛn	0.0333
Morning Wednesday	mɔɹnɪŋwɛnzdi	mourning + wednesday	mɔɹnɪŋwɛnzdi	0.0000
Morning Wednesday	mɔɹnɪŋwɛnzdi	mor + ning + wednesday	mɔɹnɪŋwɛnzdi	0.0000
Morning Wednesday	mɔɹnɪŋwɛnzdi	morning + wenz + d	mɔɹnɪŋwɛnzdi	0.0000
Morning Wednesday	mɔɹnɪŋwɛnzdi	morning + wenz + d.	mɔɹnɪŋwɛnzdi	0.0000
Oxford England	ɑksfɝdɪŋɡɫənd	ochs + ferd + england	ɑksfɝdɪŋɡɫənd	0.0000
Oxford England	ɑksfɝdɪŋɡɫənd	ox + ferd + england	ɑksfɝdɪŋɡɫənd	0.0000
colleague Liu Sung	kɑɫiɡɫjusəŋ	ka + league + lieu + sung	kɑɫiɡɫjusəŋ	0.0000
colleague Liu Sung	kɑɫiɡɫjusəŋ	ka + league + liu + sung	kɑɫiɡɫjusəŋ	0.0000
colleague Liu Sung	kɑɫiɡɫjusəŋ	coll + eeg + lieu + sung	kɑɫiɡɫjusəŋ	0.0000
colleague Liu Sung	kɑɫiɡɫjusəŋ	coll + eeg + liu + sung	kɑɫiɡɫjusəŋ	0.0000
colleague Liu Sung	kɑɫiɡɫjusəŋ	caul + eeg + lieu + sung	kɑɫiɡɫjusəŋ	0.0000
County Sweden with	kaʊntiswidənwɪθ	county + sweeden + with	kaʊntiswidənwɪθ	0.0000
County Sweden with	kaʊntiswidənwɪθ	county + sweeden + withe	kaʊntiswidənwɪθ	0.0000
County Sweden with	kaʊntiswidənwɪθ	county + sweden + withe	kaʊntiswidənwɪθ	0.0000
County Sweden with	kaʊntiswidənwɪθ	county + swede + 'n + with	kaʊntiswidənwɪθ	0.0000
patch of the	pætʃəvðə	patches + the	pætʃəzðə	0.0857
promotes what would now	pɹəmoʊtswətwʊdnaʊ	promotes + what + would + gnau	pɹəmoʊtswətwʊdnaʊ	0.0000
promotes what would now	pɹəmoʊtswətwʊdnaʊ	promotes + what + wood + gnau	pɹəmoʊtswətwʊdnaʊ	0.0000
promotes what would now	pɹəmoʊtswətwʊdnaʊ	promotes + what + wood + now	pɹəmoʊtswətwʊdnaʊ	0.0000
federal aid for slum	fɛdɝəɫeɪdfɹɝsɫəm	federal + aide + for + slum	fɛdɝəɫeɪdfɹɝsɫəm	0.0000
federal aid for slum	fɛdɝəɫeɪdfɹɝsɫəm	federal + ade + for + slum	fɛdɝəɫeɪdfɹɝsɫəm	0.0000
federal aid for slum	fɛdɝəɫeɪdfɹɝsɫəm	federal + eyde + for + slum	fɛdɝəɫeɪdfɹɝsɫəm	0.0000
federal aid for slum	fɛdɝəɫeɪdfɹɝsɫəm	federal + aide + for + pflum	fɛdɝəɫeɪdfɹɝfɫəm	0.0375
as God	æzɡɑd	as + cod	æzkɑd	0.0667
as God	æzɡɑd	as + codd	æzkɑd	0.0667
as God	æzɡɑd	as + dodd	æzdɑd	0.0667
as God	æzɡɑd	as + gaar	æzɡɑɹ	0.0667
Burke was arrested	bɝkwɑzɝɛstɪd	birk + was + arrested	bɝkwɑzɝɛstɪd	0.0000
Burke was arrested	bɝkwɑzɝɛstɪd	birk + wah's + arrested	bɝkwɑzɝɛstɪd	0.0000
Burke was arrested	bɝkwɑzɝɛstɪd	berke + waas + arrested	bɝkwɑzɝɛstɪd	0.0000
Burke was arrested	bɝkwɑzɝɛstɪd	birk + waas + arrested	bɝkwɑzɝɛstɪd	0.0000
Burke was arrested	bɝkwɑzɝɛstɪd	birk + was + arrest + ihde	bɝkwɑzɝɛstɪd	0.0000
southernmost county	səðɝnmoʊstkaʊnti	southernmost + counter	səðɝnmoʊstkaʊntɝ	0.0476
southernmost county	səðɝnmoʊstkaʊnti	southernmost + bounty	səðɝnmoʊstbaʊnti	0.0500
visual drag	vɪʒəwəɫdɹæɡ	visual + brag	vɪʒəwəɫbɹæɡ	0.0455
visual drag	vɪʒəwəɫdɹæɡ	visual + bragg	vɪʒəwəɫbɹæɡ	0.0455
visual drag	vɪʒəwəɫdɹæɡ	visual + drab	vɪʒəwəɫdɹæb	0.0455
visual drag	vɪʒəwəɫdɹæɡ	visible + drag	vɪzəbəɫdɹæɡ	0.0758
as are	æzɑɹ	as + ahr	æzɑɹ	0.0000
as are	æzɑɹ	as + ar	æzɑɹ	0.0000
as are	æzɑɹ	as + r	æzɑɹ	0.0000
as are	æzɑɹ	as + r.	æzɑɹ	0.0000
of any Southeast Asian	əvɛnisaʊθisteɪʒən	of + any + southeast + asia's	əvɛnisaʊθisteɪʒəz	0.0208
of any Southeast Asian	əvɛnisaʊθisteɪʒən	of + any + southeast + adan	əvɛnisaʊθisteɪdən	0.0417
of any Southeast Asian	əvɛnisaʊθisteɪʒən	of + any + southeast + aden	əvɛnisaʊθisteɪdən	0.0417
of any Southeast Asian	əvɛnisaʊθisteɪʒən	of + any + southeast + agan	əvɛnisaʊθisteɪɡən	0.0417
CD by Collectors	sidibaɪkəɫɛktɝz	c + d + bae + collector's	sidibaɪkəɫɛktɝz	0.0000
CD by Collectors	sidibaɪkəɫɛktɝz	c + d + bae + collectors	sidibaɪkəɫɛktɝz	0.0000
CD by Collectors	sidibaɪkəɫɛktɝz	c + d + bae + collectors'	sidibaɪkəɫɛktɝz	0.0000
CD by Collectors	sidibaɪkəɫɛktɝz	c + d + by + collector's	sidibaɪkəɫɛktɝz	0.0000
CD by Collectors	sidibaɪkəɫɛktɝz	c + d + by + collectors	sidibaɪkəɫɛktɝz	0.0000
Polish immigrants to	pɑɫɪʃɪməɡɹəntstu	polish + immigrant + stew	pɑɫɪʃɪməɡɹəntstu	0.0000
Polish immigrants to	pɑɫɪʃɪməɡɹəntstu	polish + immigrant + stu	pɑɫɪʃɪməɡɹəntstu	0.0000
Polish immigrants to	pɑɫɪʃɪməɡɹəntstu	polish + immigrant + stuewe	pɑɫɪʃɪməɡɹəntstu	0.0000
Polish immigrants to	pɑɫɪʃɪməɡɹəntstu	polish + immigrant's + tew	pɑɫɪʃɪməɡɹəntstu	0.0000
Polish immigrants to	pɑɫɪʃɪməɡɹəntstu	polish + immigrant's + thuy	pɑɫɪʃɪməɡɹəntstu	0.0000
Scotland who engaged	skɑtɫəndhuɛnɡeɪdʒd	scot + lund + houx + engaged	skɑtɫəndhuɛnɡeɪdʒd	0.0000
Scotland who engaged	skɑtɫəndhuɛnɡeɪdʒd	scot + lund + hu + engaged	skɑtɫəndhuɛnɡeɪdʒd	0.0000
Scotland who engaged	skɑtɫəndhuɛnɡeɪdʒd	scott + lunde + hou + engaged	skɑtɫəndhuɛnɡeɪdʒd	0.0000
Scotland who engaged	skɑtɫəndhuɛnɡeɪdʒd	scot + lund + hou + engaged	skɑtɫəndhuɛnɡeɪdʒd	0.0000
Scotland who engaged	skɑtɫəndhuɛnɡeɪdʒd	scott + lunde + who + engaged	skɑtɫəndhuɛnɡeɪdʒd	0.0000
opens it	oʊpənzɪt	o + puns + it	oʊpənzɪt	0.0000
opens it	oʊpənzɪt	oh + puns + it	oʊpənzɪt	0.0000
opens it	oʊpənzɪt	eaux + puns + it	oʊpənzɪt	0.0000
opens it	oʊpənzɪt	o' + puns + it	oʊpənzɪt	0.0000
opens it	oʊpənzɪt	o. + puns + it	oʊpənzɪt	0.0000
with great freedom of	wɪθɡɹeɪtfɹidəməv	withe + grate + freedom + of	wɪθɡɹeɪtfɹidəməv	0.0000
with great freedom of	wɪθɡɹeɪtfɹidəməv	withe + grate + frida + muff	wɪθɡɹeɪtfɹidəməf	0.0156
with great freedom of	wɪθɡɹeɪtfɹidəməv	withe + grate + freed + above	wɪθɡɹeɪtfɹidəbəv	0.0208
with great freedom of	wɪθɡɹeɪtfɹidəməv	withe + grate + frede + above	wɪθɡɹeɪtfɹidəbəv	0.0208
with great freedom of	wɪθɡɹeɪtfɹidəməv	withe + grate + frida + merv	wɪθɡɹeɪtfɹidəmɝv	0.0250
for healthcare	fɹɝhɛɫθkɛɹ	for + health + caire	fɹɝhɛɫθkɛɹ	0.0000
for healthcare	fɹɝhɛɫθkɛɹ	for + health + care	fɹɝhɛɫθkɛɹ	0.0000
for healthcare	fɹɝhɛɫθkɛɹ	for + health + kahre	fɹɝhɛɫθkɛɹ	0.0000
for healthcare	fɹɝhɛɫθkɛɹ	for + health + kehr	fɹɝhɛɫθkɛɹ	0.0000
Chicago in Chicago Illinois	ʃəkɑɡoʊɪnʃəkɑɡoʊɪɫənɔɪ	chicago + in. + chicago + illinois	ʃəkɑɡoʊɪnʃəkɑɡoʊɪɫənɔɪ	0.0000
of hill which	əvhɪɫhwɪtʃ	of + hille + which	əvhɪɫhwɪtʃ	0.0000
of hill which	əvhɪɫhwɪtʃ	of + hille + switch	əvhɪɫswɪtʃ	0.0370
of hill which	əvhɪɫhwɪtʃ	of + hille + swiech	əvhɪɫswitʃ	0.0648
of hill which	əvhɪɫhwɪtʃ	uphill + which	əphɪɫhwɪtʃ	0.0833
London and Portsmouth	ɫəndənəndpɔɹtsməθ	london + und + portsmouth	ɫəndənəndpɔɹtsməθ	0.0000
communication and	kəmjunəkeɪʃənənd	communication + und	kəmjunəkeɪʃənənd	0.0000
communication and	kəmjunəkeɪʃənənd	communique + summoned	kəmjunəkeɪsəmənd	0.0521
communication and	kəmjunəkeɪʃənənd	communique + sherlund	kəmjunəkeɪʃɝɫənd	0.0563
and indicted on federal	əndɪndaɪtɪdɔnfɛdɝəɫ	and + indited + aune + federal	əndɪndaɪtɪdɔnfɛdɝəɫ	0.0000
and indicted on federal	əndɪndaɪtɪdɔnfɛdɝəɫ	and + indited + aune + federle	əndɪndaɪtɪdɔnfɛdɝəɫ	0.0000
and indicted on federal	əndɪndaɪtɪdɔnfɛdɝəɫ	and + indited + on + federal	əndɪndaɪtɪdɔnfɛdɝəɫ	0.0000
and indicted on federal	əndɪndaɪtɪdɔnfɛdɝəɫ	and + indited + on + federle	əndɪndaɪtɪdɔnfɛdɝəɫ	0.0000
of rugby union	əvɹəɡbijunjən	of + rugg + b + union	əvɹəɡbijunjən	0.0000
of rugby union	əvɹəɡbijunjən	of + rugg + b. + union	əvɹəɡbijunjən	0.0000
of rugby union	əvɹəɡbijunjən	of + rug + bea + union	əvɹəɡbijunjən	0.0000
of rugby union	əvɹəɡbijunjən	of + rug + be + union	əvɹəɡbijunjən	0.0000
by German engineer	baɪdʒɝmənɛndʒənɪɹ	bae + jerman + engineer	baɪdʒɝmənɛndʒənɪɹ	0.0000
by German engineer	baɪdʒɝmənɛndʒənɪɹ	bi + german + engineer	baɪdʒɝmənɛndʒənɪɹ	0.0000
by German engineer	baɪdʒɝmənɛndʒənɪɹ	bi + jerman + engineer	baɪdʒɝmənɛndʒənɪɹ	0.0000
by German engineer	baɪdʒɝmənɛndʒənɪɹ	bae + german + engineer	baɪdʒɝmənɛndʒənɪɹ	0.0000
by German engineer	baɪdʒɝmənɛndʒənɪɹ	bae + jerr + munn + engineer	baɪdʒɝmənɛndʒənɪɹ	0.0000
London Dating back to	ɫəndəndeɪtɪŋbæktu	london + dating + back + tew	ɫəndəndeɪtɪŋbæktu	0.0000
London Dating back to	ɫəndəndeɪtɪŋbæktu	london + dating + back + thuy	ɫəndəndeɪtɪŋbæktu	0.0000
London Dating back to	ɫəndəndeɪtɪŋbæktu	london + dating + back + too	ɫəndəndeɪtɪŋbæktu	0.0000
London Dating back to	ɫəndəndeɪtɪŋbæktu	london + dating + back + tu	ɫəndəndeɪtɪŋbæktu	0.0000
Technique Mr	tɛknikmɪstɝ	technique + mister	tɛknikmɪstɝ	0.0000
Technique Mr	tɛknikmɪstɝ	technique + mr.	tɛknikmɪstɝ	0.0000
Technique Mr	tɛknikmɪstɝ	technique + meester	tɛknikmistɝ	0.0227
Technique Mr	tɛknikmɪstɝ	technique + master	tɛknikmæstɝ	0.0364
Awards presented	əwɔɹdzpɝzɛnəd	awards + pere + zeh + nudd	əwɔɹdzpɝzɛnəd	0.0000
habit and	hæbətənd	habit + und	hæbətənd	0.0000
Hiram Lewis	haɪɹəmɫuɪs	hiram + lewis'	haɪɹəmɫuɪs	0.0000
Hiram Lewis	haɪɹəmɫuɪs	hiram + louis'	haɪɹəmɫuɪs	0.0000
Hiram Lewis	haɪɹəmɫuɪs	hi + rum + lewis	haɪɹəmɫuɪs	0.0000
Hiram Lewis	haɪɹəmɫuɪs	hi + rum + lewis'	haɪɹəmɫuɪs	0.0000
are and	ɑɹənd	ahr + and	ɑɹənd	0.0000
are and	ɑɹənd	ahr + und	ɑɹənd	0.0000
are and	ɑɹənd	ar + and	ɑɹənd	0.0000
are and	ɑɹənd	ar + und	ɑɹənd	0.0000
Games from capacity	ɡeɪmzfɹəmkəpæsɪti	game's + from + capacity	ɡeɪmzfɹəmkəpæsɪti	0.0000
Games from capacity	ɡeɪmzfɹəmkəpæsɪti	games' + frum + capacity	ɡeɪmzfɹəmkəpæsɪti	0.0000
Games from capacity	ɡeɪmzfɹəmkəpæsɪti	games + frum + capacity	ɡeɪmzfɹəmkəpæsɪti	0.0000
Games from capacity	ɡeɪmzfɹəmkəpæsɪti	games' + from + capacity	ɡeɪmzfɹəmkəpæsɪti	0.0000
Games from capacity	ɡeɪmzfɹəmkəpæsɪti	game's + frum + capacity	ɡeɪmzfɹəmkəpæsɪti	0.0000
Wings After	wɪŋzæftɝ	wings' + after	wɪŋzæftɝ	0.0000
Wings After	wɪŋzæftɝ	wing's + after	wɪŋzæftɝ	0.0000
Iran Most	ɪɹɑnmoʊs	eron + most	ɪɹɑnmoʊs	0.0000
Iran Most	ɪɹɑnmoʊs	eron + beauce	ɪɹɑnboʊs	0.0417
Iran Most	ɪɹɑnmoʊs	eron + boese	ɪɹɑnboʊs	0.0417
Iran Most	ɪɹɑnmoʊs	eron + bowse	ɪɹɑnboʊs	0.0417
elected to the	ɪɫɛktɪdtuðə	elected + tu + the	ɪɫɛktɪdtuðə	0.0000
elected to the	ɪɫɛktɪdtuðə	elected + tew + the	ɪɫɛktɪdtuðə	0.0000
elected to the	ɪɫɛktɪdtuðə	elected + thuy + the	ɪɫɛktɪdtuðə	0.0000
elected to the	ɪɫɛktɪdtuðə	elected + tue + the	ɪɫɛktɪdtuðə	0.0000
by Janice Lee The	baɪdʒænəsɫiðə	bae + janice + leitha	baɪdʒænəsɫiðə	0.0000
by Janice Lee The	baɪdʒænəsɫiðə	bae + janice + lee + the	baɪdʒænəsɫiðə	0.0000
by Janice Lee The	baɪdʒænəsɫiðə	bae + janice + li + the	baɪdʒænəsɫiðə	0.0000
by Janice Lee The	baɪdʒænəsɫiðə	bae + jann + us + leitha	baɪdʒænəsɫiðə	0.0000
by Janice Lee The	baɪdʒænəsɫiðə	bae + janice + leigh + the	baɪdʒænəsɫiðə	0.0000
He was educated	hiwɑzɛdʒəkeɪtɪd	he + wah's + educated	hiwɑzɛdʒəkeɪtɪd	0.0000
He was educated	hiwɑzɛdʒəkeɪtɪd	hee + waas + educated	hiwɑzɛdʒəkeɪtɪd	0.0000
He was educated	hiwɑzɛdʒəkeɪtɪd	he + waas + educated	hiwɑzɛdʒəkeɪtɪd	0.0000
He was educated	hiwɑzɛdʒəkeɪtɪd	he + was + agitated	hiwɑzædʒəteɪtɪd	0.0524
is an American artist	ɪzænəmɛɹɪkənɑɹtɪst	is + an + america + chartist	ɪzænəmɛɹɪkətʃɑɹtɪst	0.0556
is an American artist	ɪzænəmɛɹɪkənɑɹtɪst	is + an + amerika + chartist	ɪzænəmɛɹɪkətʃɑɹtɪst	0.0556
is an American artist	ɪzænəmɛɹɪkənɑɹtɪst	is + ann + america + chartist	ɪzænəmɛɹɪkətʃɑɹtɪst	0.0556
and again in two	əndəɡeɪnɪntu	und + again + into	əndəɡeɪnɪntu	0.0000
and again in two	əndəɡeɪnɪntu	and + again + into	əndəɡeɪnɪntu	0.0000
and again in two	əndəɡeɪnɪntu	'n + du + gain + into	əndəɡeɪnɪntu	0.0000
and again in two	əndəɡeɪnɪntu	'n + doug + aine + into	əndəɡeɪnɪntu	0.0000
and again in two	əndəɡeɪnɪntu	'n + duguay + ninsu	əndəɡeɪnɪnsu	0.0278
detected on mainland	dɪtɛktədɔnmeɪnɫænd	detected + aune + mainland	dɪtɛktədɔnmeɪnɫænd	0.0000
detected on mainland	dɪtɛktədɔnmeɪnɫænd	detected + aune + mayne + land	dɪtɛktədɔnmeɪnɫænd	0.0000
detected on mainland	dɪtɛktədɔnmeɪnɫænd	detected + aune + mayne + lande	dɪtɛktədɔnmeɪnɫænd	0.0000
detected on mainland	dɪtɛktədɔnmeɪnɫænd	detected + aune + maine + land	dɪtɛktədɔnmeɪnɫænd	0.0000
raid on	ɹeɪdɔn	re + daun	ɹeɪdɔn	0.0000
raid on	ɹeɪdɔn	re + dawn	ɹeɪdɔn	0.0000
raid on	ɹeɪdɔn	raid + aune	ɹeɪdɔn	0.0000
raid on	ɹeɪdɔn	rayed + aune	ɹeɪdɔn	0.0000
Yuan from	juɑnfɹəm	yuan + frum	juɑnfɹəm	0.0000
where he graduated	wɛɹhiɡɹædʒueɪtɪd	wear + he + graduated	wɛɹhiɡɹædʒueɪtɪd	0.0000
where he graduated	wɛɹhiɡɹædʒueɪtɪd	wehr + he + graduated	wɛɹhiɡɹædʒueɪtɪd	0.0000
where he graduated	wɛɹhiɡɹædʒueɪtɪd	ware + he + graduated	wɛɹhiɡɹædʒueɪtɪd	0.0000
where he graduated	wɛɹhiɡɹædʒueɪtɪd	wehr + hee + graduated	wɛɹhiɡɹædʒueɪtɪd	0.0000
where he graduated	wɛɹhiɡɹædʒueɪtɪd	werre + he + graduated	wɛɹhiɡɹædʒueɪtɪd	0.0000
elephant house	ɛɫəfənthaʊs	elephant + haus	ɛɫəfənthaʊs	0.0000
elephant house	ɛɫəfənthaʊs	elephant + hause	ɛɫəfənthaʊs	0.0000
elephant house	ɛɫəfənthaʊs	elephant + hauss	ɛɫəfənthaʊs	0.0000
handed and	hændədənd	handa + dunned	hændədənd	0.0000
handed and	hændədənd	handed + und	hændədənd	0.0000
handed and	hændədənd	hann + dah + dunned	hændədənd	0.0000
handed and	hændədənd	han + dah + dunned	hændədənd	0.0000
producer and	pɹədusɝənd	producer + und	pɹədusɝənd	0.0000
producer and	pɹədusɝənd	produced + and	pɹədustənd	0.1000
producer and	pɹədusɝənd	produced + und	pɹədustənd	0.1000
producer and	pɹədusɝənd	produced + unz	pɹədustənz	0.1333
is German	ɪzdʒɝmən	is + jerman	ɪzdʒɝmən	0.0000
is German	ɪzdʒɝmən	is + germ + 'n	ɪzdʒɝmən	0.0000
is German	ɪzdʒɝmən	is + jerr + mun	ɪzdʒɝmən	0.0000
is German	ɪzdʒɝmən	is + jerr + munn	ɪzdʒɝmən	0.0000
oil producer and	ɔɪɫpɹədusɝənd	oil + producer + und	ɔɪɫpɹədusɝənd	0.0000
